directory,scenario,policy,state,ranking_eligible,violations,invalid,violation_reasons,min_soc_kwh,max_soc_kwh,max_abs_dispatch_kw,energy_residual_kwh,export_kwh,import_kwh,load_kwh,max_loading,max_power_residual_pu,max_voltage_pu,min_voltage_pu,network_loss_kwh,peak_import_kw,solar_kwh,storage_delta_kwh,storage_loss_kwh,total_loss_kwh
exploration/batch-01/case-000,exploration family=storage seed=11 scale=0.85,tap_m2,COMPLETED_VALID,True,0,0,,40.0,40.0,0.0,1.0769163338864018e-11,243.5071912360605,680.6205176507086,1085.2222358249996,0.8985706331742276,4.986330716046519e-11,0.9966639441810704,0.9756488568753958,6.4077876896377886,77.41885533160168,654.5166971000001,0.0,0.0,6.4077876896377886
exploration/batch-01/case-000,exploration family=storage seed=11 scale=0.85,tap_p2,COMPLETED_VALID,True,0,0,,40.0,40.0,0.0,2.0818902157770935e-12,243.61349619674277,680.4127223622858,1085.2222358249996,0.875936385888771,5.1747186233676655e-11,1.02144268204039,1.000947885536332,6.093687440541281,77.38217132146659,654.5166971000001,0.0,0.0,6.093687440541281
exploration/batch-01/case-000,exploration family=storage seed=11 scale=0.85,tap_p4,COMPLETED_VALID,True,0,0,,40.0,40.0,0.0,2.190958525716269e-11,243.66380458042886,680.3145879589174,1085.2222358249996,0.8650456579220751,5.829583803490035e-11,1.03383596712443,1.0135917527420037,5.945244653467089,77.36485449657545,654.5166971000001,0.0,0.0,5.945244653467089
exploration/batch-01/case-000,exploration family=storage seed=11 scale=0.85,storage_0,COMPLETED_VALID,True,0,0,,40.0,47.60000000000002,2,2.968891799071116e-11,235.65993707959007,673.1713848121785,1085.2222358249996,0.8672278530129947,6.209146892354131e-11,1.009051976542445,0.9889534911864977,6.025909007559291,75.55890600130851,654.5166971000001,0.0,0.7799999999999996,6.805909007559291
exploration/batch-01/case-000,exploration family=storage seed=11 scale=0.85,storage_1,COMPLETED_VALID,True,0,0,,40.0,47.60000000000002,2,2.4763080475054267e-11,235.67163613501174,673.1713848121785,1085.2222358249996,0.8672278530129947,6.209146892354131e-11,1.008935274707609,0.9889534911864977,6.014209952142431,75.55890600130851,654.5166971000001,0.0,0.7799999999999996,6.79420995214243
exploration/batch-01/case-000,exploration family=storage seed=11 scale=0.85,storage_2,COMPLETED_VALID,True,0,0,,40.0,55.200000000000045,4,2.553290912032935e-11,227.74737745813832,665.8379474643773,1085.2222358249996,0.8474061164696866,5.2141166772359736e-11,1.009051976542445,0.9890651541898775,5.825031281213903,73.72012485337018,654.5166971000001,0.0,1.5599999999999992,7.385031281213902
exploration/batch-01/case-000,exploration family=storage seed=11 scale=0.85,storage_3,COMPLETED_VALID,True,0,0,,40.0,55.200000000000045,4,2.16231477168094e-11,227.77082051066904,665.8379474643773,1085.2222358249996,0.8474061164696866,5.2141166772359736e-11,1.0088183537804973,0.9890651541898775,5.801588228686947,73.72012485337018,654.5166971000001,0.0,1.5599999999999992,7.361588228686946
exploration/batch-01/case-000,exploration family=storage seed=11 scale=0.85,storage_4,COMPLETED_VALID,True,0,0,,40.0,70.4,8,7.341327545873355e-11,211.88854633764615,651.200349029115,1085.2222358249996,0.8079451224191082,5.826922456083465e-11,1.009051976542445,0.9892878852002568,5.4862639663957955,70.04994075166164,654.5166971000001,7.105427357601002e-15,3.1199999999999983,8.606263966395794
exploration/batch-01/case-000,exploration family=storage seed=11 scale=0.85,storage_5,COMPLETED_VALID,True,0,0,,40.0,70.4,8,6.710809685728236e-11,211.93561350422124,651.200349029115,1085.2222358249996,0.8079451224191082,5.826922456083465e-11,1.0085838508781506,0.9892878852002568,5.439196799827267,70.04994075166164,654.5166971000001,7.105427357601002e-15,3.1199999999999983,8.559196799827266
exploration/batch-01/case-000,exploration family=storage seed=11 scale=0.85,storage_6,COMPLETED_INFEASIBLE,False,19,0,storage capacity,39.99999999999999,85.59999999999997,12,5.7630344940662326e-11,195.98444587468157,636.6015271314811,1085.2222358249996,0.768743249861411,4.563333102273319e-11,1.009051976542445,0.9895098282688563,5.231542531742402,66.38952875016425,654.5166971000001,-7.105427357601002e-15,4.679999999999998,9.9115425317424
exploration/batch-01/case-000,exploration family=storage seed=11 scale=0.85,storage_7,COMPLETED_INFEASIBLE,False,15,0,storage capacity,39.99999999999999,85.59999999999997,12,4.836664402319002e-11,196.05532084031526,636.6015271314811,1085.2222358249996,0.768743249861411,4.563333102273319e-11,1.0083484602227892,0.9895098282688563,5.1606675661179455,66.38952875016425,654.5166971000001,-7.105427357601002e-15,4.679999999999998,9.840667566117943
exploration/batch-01/case-001,exploration family=combined seed=11 scale=0.85,baseline,COMPLETED_VALID,True,0,0,,40.0,40.0,0.0,8.983924715266767e-12,243.5613227236401,680.5146331584973,1085.2222358249996,0.8871076783180245,5.869413746950698e-11,1.009051976542445,0.9883003027349101,6.247771709848732,77.40015978574255,654.5166971000001,0.0,0.0,6.247771709848732
exploration/batch-01/case-001,exploration family=combined seed=11 scale=0.85,tap_m2,COMPLETED_VALID,True,0,0,,40.0,40.0,0.0,1.0769163338864018e-11,243.5071912360605,680.6205176507086,1085.2222358249996,0.8985706331742276,4.986330716046519e-11,0.9966639441810704,0.9756488568753958,6.4077876896377886,77.41885533160168,654.5166971000001,0.0,0.0,6.4077876896377886
exploration/batch-01/case-001,exploration family=combined seed=11 scale=0.85,tap_p2,COMPLETED_VALID,True,0,0,,40.0,40.0,0.0,2.0818902157770935e-12,243.61349619674277,680.4127223622858,1085.2222358249996,0.875936385888771,5.1747186233676655e-11,1.02144268204039,1.000947885536332,6.093687440541281,77.38217132146659,654.5166971000001,0.0,0.0,6.093687440541281
exploration/batch-01/case-001,exploration family=combined seed=11 scale=0.85,tap_p4,COMPLETED_VALID,True,0,0,,40.0,40.0,0.0,2.190958525716269e-11,243.66380458042886,680.3145879589174,1085.2222358249996,0.8650456579220751,5.829583803490035e-11,1.03383596712443,1.0135917527420037,5.945244653467089,77.36485449657545,654.5166971000001,0.0,0.0,5.945244653467089
exploration/batch-01/case-001,exploration family=combined seed=11 scale=0.85,combined_0,COMPLETED_VALID,True,0,0,,40.0,47.60000000000002,2,3.760347588865898e-11,235.75775496508277,672.9774390708586,1085.2222358249996,0.8456718962129416,5.870108003878181e-11,1.03383596712443,1.0142284124145682,5.734145380738823,75.52540093702788,654.5166971000001,0.0,0.7799999999999996,6.514145380738823
exploration/batch-01/case-001,exploration family=combined seed=11 scale=0.85,combined_1,COMPLETED_VALID,True,0,0,,40.0,47.60000000000002,2,3.367328638148592e-11,235.76890998687531,672.9774390708586,1085.2222358249996,0.8456718962129416,5.870108003878181e-11,1.0337219612215702,1.0142284124145682,5.722990358950207,75.52540093702788,654.5166971000001,0.0,0.7799999999999996,6.502990358950206
exploration/batch-01/case-001,exploration family=combined seed=11 scale=0.85,combined_2,COMPLETED_VALID,True,0,0,,40.0,55.200000000000045,4,7.031752957686876e-11,227.84105439277232,665.6496080075159,1085.2222358249996,0.8263533568890112,6.079206634629701e-11,1.03383596712443,1.0143371885318435,5.543014889673601,73.68829478105583,654.5166971000001,0.0,1.5599999999999992,7.1030148896736005
exploration/batch-01/case-001,exploration family=combined seed=11 scale=0.85,combined_3,COMPLETED_VALID,True,0,0,,40.0,55.200000000000045,4,6.813616337808526e-11,227.86340526232073,665.6496080075159,1085.2222358249996,0.8263533568890112,6.079206634629701e-11,1.033607751385166,1.0143371885318435,5.520664020127492,73.68829478105583,654.5166971000001,0.0,1.5599999999999992,7.080664020127491
exploration/batch-01/case-001,exploration family=combined seed=11 scale=0.85,combined_4,COMPLETED_VALID,True,0,0,,40.0,70.4,8,5.0752291258504556e-11,211.97552791234546,651.0217578387426,1085.2222358249996,0.7878899896668601,4.533562328589955e-11,1.03383596712443,1.0145541897490093,5.220691201346718,70.02108884490838,654.5166971000001,7.105427357601002e-15,3.1199999999999983,8.340691201346717
exploration/batch-01/case-001,exploration family=combined seed=11 scale=0.85,combined_5,COMPLETED_VALID,True,0,0,,40.0,70.4,8,4.6709303092029586e-11,212.02039407552135,651.0217578387426,1085.2222358249996,0.7878899896668601,4.533562328589955e-11,1.033378716567452,1.0145541897490093,5.17582503817495,70.02108884490838,654.5166971000001,7.105427357601002e-15,3.1199999999999983,8.295825038174948
exploration/batch-01/case-001,exploration family=combined seed=11 scale=0.85,combined_6,COMPLETED_INFEASIBLE,False,19,0,storage capacity,39.99999999999999,85.59999999999997,12,3.881517329773487e-11,196.06687709961,636.4307567799301,1085.2222358249996,0.7496737176854832,4.34745048796576e-11,1.03383596712443,1.0147704610238344,4.978340955281649,66.36316561809764,654.5166971000001,-7.105427357601002e-15,4.679999999999998,9.658340955281647
exploration/batch-01/case-001,exploration family=combined seed=11 scale=0.85,combined_7,COMPLETED_INFEASIBLE,False,15,0,storage capacity,39.99999999999999,85.59999999999997,12,3.6704861372527375e-11,196.13442524895294,636.4307567799301,1085.2222358249996,0.7496737176854832,3.5492677118438614e-11,1.0331488559193307,1.0147704610238344,4.910792805940876,66.36316561809764,654.5166971000001,-7.105427357601002e-15,4.679999999999998,9.590792805940874
exploration/batch-02/case-000,exploration family=storage seed=11 scale=1.0,baseline,COMPLETED_INFEASIBLE,False,6,0,branch 0-1 current loading,40.0,40.0,0.0,3.205258281013812e-11,195.53045226815186,825.2787483334341,1276.7320419500008,1.045543207850872,5.933655404496739e-11,1.0081679225330096,0.9862086149428978,7.532951215249348,91.21185019320413,654.5166971000001,0.0,0.0,7.532951215249348
exploration/batch-02/case-000,exploration family=storage seed=11 scale=1.0,tap_m2,COMPLETED_INFEASIBLE,False,6,0,branch 0-1 current loading,40.0,40.0,0.0,3.0182079058249656e-11,195.4868736693341,825.4292039265167,1276.7320419500008,1.059103951082682,5.667972317565487e-11,0.995769073058208,0.9735293693297857,7.726985407151746,91.23792246691802,654.5166971000001,0.0,0.0,7.726985407151746
exploration/batch-02/case-000,exploration family=storage seed=11 scale=1.0,tap_p2,COMPLETED_INFEASIBLE,False,4,0,branch 0-1 current loading,40.0,40.0,0.0,2.90816259962412e-11,195.5724514294671,825.1339583608669,1276.7320419500008,1.0323293902911428,5.2286893541002265e-11,1.0205691909646586,0.9988832613513277,7.346162081370061,91.18676886671186,654.5166971000001,0.0,0.0,7.346162081370061
exploration/batch-02/case-000,exploration family=storage seed=11 scale=1.0,tap_p4,COMPLETED_INFEASIBLE,False,4,0,branch 0-1 current loading,40.0,40.0,0.0,2.1258550475522497e-11,195.61294629464194,824.9945515145067,1276.7320419500008,1.0194492031977853,4.617446264338624e-11,1.0329727935127333,1.011553485469669,7.16626036984269,91.16262851514738,654.5166971000001,0.0,0.0,7.16626036984269
exploration/batch-02/case-000,exploration family=storage seed=11 scale=1.0,storage_0,COMPLETED_INFEASIBLE,False,4,0,branch 0-1 current loading,40.0,47.60000000000002,2,3.0363045411263556e-11,187.61522753297163,817.9108783101332,1276.7320419500008,1.025578518774492,4.884128711844679e-11,1.0081679225330096,0.9868729256068808,7.300305927130545,89.36373469047005,654.5166971000001,0.0,0.7799999999999996,8.080305927130544
exploration/batch-02/case-000,exploration family=storage seed=11 scale=1.0,storage_1,COMPLETED_INFEASIBLE,False,4,0,branch 0-1 current loading,40.0,47.60000000000002,2,3.1912028575220575e-11,187.62777785038406,817.9108783101332,1276.7320419500008,1.025578518774492,4.884128711844679e-11,1.0080509196313878,0.9868729256068808,7.287755609716335,89.36373469047005,654.5166971000001,0.0,0.7799999999999996,8.067755609716334
exploration/batch-02/case-000,exploration family=storage seed=11 scale=1.0,storage_2,COMPLETED_INFEASIBLE,False,2,0,branch 0-1 current loading,40.0,55.200000000000045,4,3.8342218289244556e-11,179.6887747715025,810.5529102127504,1276.7320419500008,1.00566764827622,5.944062011047464e-11,1.0081679225330096,0.9870722242191722,7.0887905912086655,87.51811729310077,654.5166971000001,0.0,1.5599999999999992,8.648790591208664
exploration/batch-02/case-000,exploration family=storage seed=11 scale=1.0,storage_3,COMPLETED_INFEASIBLE,False,2,0,branch 0-1 current loading,40.0,55.200000000000045,4,3.759437205985705e-11,179.71392382478587,810.5529102127504,1276.7320419500008,1.00566764827622,5.944062011047464e-11,1.007933696538743,0.9870722242191722,7.063641537926156,87.51811729310077,654.5166971000001,0.0,1.5599999999999992,8.623641537926154
exploration/batch-02/case-000,exploration family=storage seed=11 scale=1.0,storage_4,COMPLETED_VALID,False,0,0,,40.0,70.4,8,3.284306160367123e-11,163.80199368196418,795.8665206356385,1276.7320419500008,0.9660130459627737,4.558491479350393e-11,1.0081679225330096,0.9872962913181771,6.729182103640608,83.83433641656191,654.5166971000001,7.105427357601002e-15,3.1199999999999983,9.849182103640606
exploration/batch-02/case-000,exploration family=storage seed=11 scale=1.0,storage_5,COMPLETED_VALID,False,0,0,,40.0,70.4,8,3.467448550509289e-11,163.85248686076227,795.8665206356385,1276.7320419500008,0.9660130459627737,4.390074245665099e-11,1.0076985859745358,0.9872962913181771,6.678688924840798,83.83433641656191,654.5166971000001,7.105427357601002e-15,3.1199999999999983,9.798688924840796
exploration/batch-02/case-000,exploration family=storage seed=11 scale=1.0,storage_6,COMPLETED_INFEASIBLE,False,19,0,storage capacity,39.99999999999999,85.59999999999997,12,4.643307960350285e-11,147.88182504953022,781.2313667511653,1276.7320419500008,0.9265920233285617,5.103876813441473e-11,1.0081679225330096,0.9875195612465298,6.454196851587791,80.16042748425943,654.5166971000001,-7.105427357601002e-15,4.679999999999998,11.134196851587788
exploration/batch-02/case-000,exploration family=storage seed=11 scale=1.0,storage_7,COMPLETED_INFEASIBLE,False,15,0,storage capacity,39.99999999999999,85.59999999999997,12,4.9828585702016426e-11,147.94575759705174,781.2192640887724,1276.7320419500008,0.9265920233285617,5.103876813441473e-11,1.0074625831672326,0.9875195612465298,6.378161641670243,80.16042748425943,654.5166971000001,-7.105427357601002e-15,4.679999999999998,11.05816164167024
exploration/batch-02/case-001,exploration family=combined seed=11 scale=1.0,baseline,COMPLETED_INFEASIBLE,False,6,0,branch 0-1 current loading,40.0,40.0,0.0,3.205258281013812e-11,195.53045226815186,825.2787483334341,1276.7320419500008,1.045543207850872,5.933655404496739e-11,1.0081679225330096,0.9862086149428978,7.532951215249348,91.21185019320413,654.5166971000001,0.0,0.0,7.532951215249348
exploration/batch-02/case-001,exploration family=combined seed=11 scale=1.0,tap_m2,COMPLETED_INFEASIBLE,False,6,0,branch 0-1 current loading,40.0,40.0,0.0,3.0182079058249656e-11,195.4868736693341,825.4292039265167,1276.7320419500008,1.059103951082682,5.667972317565487e-11,0.995769073058208,0.9735293693297857,7.726985407151746,91.23792246691802,654.5166971000001,0.0,0.0,7.726985407151746
exploration/batch-02/case-001,exploration family=combined seed=11 scale=1.0,tap_p2,COMPLETED_INFEASIBLE,False,4,0,branch 0-1 current loading,40.0,40.0,0.0,2.90816259962412e-11,195.5724514294671,825.1339583608669,1276.7320419500008,1.0323293902911428,5.2286893541002265e-11,1.0205691909646586,0.9988832613513277,7.346162081370061,91.18676886671186,654.5166971000001,0.0,0.0,7.346162081370061
exploration/batch-02/case-001,exploration family=combined seed=11 scale=1.0,tap_p4,COMPLETED_INFEASIBLE,False,4,0,branch 0-1 current loading,40.0,40.0,0.0,2.1258550475522497e-11,195.61294629464194,824.9945515145067,1276.7320419500008,1.0194492031977853,4.617446264338624e-11,1.0329727935127333,1.011553485469669,7.16626036984269,91.16262851514738,654.5166971000001,0.0,0.0,7.16626036984269
exploration/batch-02/case-001,exploration family=combined seed=11 scale=1.0,combined_0,COMPLETED_VALID,False,0,0,,40.0,47.60000000000002,2,2.897126982759346e-11,187.6937042373405,817.6340361983154,1276.7320419500008,0.999996808449277,5.4899863176113574e-11,1.0329727935127333,1.012200888236597,6.944987110945127,89.31666594618494,654.5166971000001,0.0,0.7799999999999996,7.7249871109451265
exploration/batch-02/case-001,exploration family=combined seed=11 scale=1.0,combined_1,COMPLETED_VALID,False,0,0,,40.0,47.60000000000002,2,3.131073178508359e-11,187.7056677762257,817.6340361983154,1276.7320419500008,0.999996808449277,5.4899863176113574e-11,1.0328585072946053,1.012200888236597,6.933023572057704,89.31666594618494,654.5166971000001,0.0,0.7799999999999996,7.713023572057703
exploration/batch-02/case-001,exploration family=combined seed=11 scale=1.0,combined_2,COMPLETED_VALID,False,0,0,,40.0,55.200000000000045,4,2.58757459903336e-11,179.76376214372684,810.2829207195006,1276.7320419500008,0.980595440179699,4.623927207477276e-11,1.0329727935127333,1.0123950339251646,6.743813725747023,87.47307373677957,654.5166971000001,0.0,1.5599999999999992,8.303813725747021
exploration/batch-02/case-001,exploration family=combined seed=11 scale=1.0,combined_3,COMPLETED_VALID,False,0,0,,40.0,55.200000000000045,4,2.978728375069295e-11,179.78773318700735,810.2829207195006,1276.7320419500008,0.980595440179699,4.623927207477276e-11,1.0327440161673629,1.0123950339251646,6.719842682462685,87.47307373677957,654.5166971000001,0.0,1.5599999999999992,8.279842682462684
exploration/batch-02/case-001,exploration family=combined seed=11 scale=1.0,combined_4,COMPLETED_VALID,False,0,0,,40.0,70.4,8,3.8546055236565735e-11,163.87160404887825,795.6087456779535,1276.7320419500008,0.9419513623388659,5.0541122569102067e-11,1.0329727935127333,1.0126132715752618,6.401796779035969,83.79296397660106,654.5166971000001,7.105427357601002e-15,3.1199999999999983,9.521796779035967
exploration/batch-02/case-001,exploration family=combined seed=11 scale=1.0,combined_5,COMPLETED_VALID,False,0,0,,40.0,70.4,8,4.430766864516045e-11,163.91972320663356,795.6087456779535,1276.7320419500008,0.9419513623388659,5.0541122569102067e-11,1.0325144158150767,1.0126132715752618,6.353677621274898,83.79296397660106,654.5166971000001,7.105427357601002e-15,3.1199999999999983,9.473677621274897
exploration/batch-02/case-001,exploration family=combined seed=11 scale=1.0,combined_6,COMPLETED_INFEASIBLE,False,19,0,storage capacity,39.99999999999999,85.59999999999997,12,4.132605369022713e-11,147.9470812842577,780.9827016201667,1276.7320419500008,0.9035293519773533,5.294386212717411e-11,1.0329727935127333,1.012830771162219,6.140275485866952,80.12222700848285,654.5166971000001,-7.105427357601002e-15,4.679999999999998,10.82027548586695
exploration/batch-02/case-001,exploration family=combined seed=11 scale=1.0,combined_7,COMPLETED_INFEASIBLE,False,15,0,storage capacity,39.99999999999999,85.59999999999997,12,4.8341775027438416e-11,148.0085680618353,780.9717416058138,1276.7320419500008,0.9035293519773533,5.294386212717411e-11,1.0322839856543942,1.012830771162219,6.067828693929576,80.12222700848285,654.5166971000001,-7.105427357601002e-15,4.679999999999998,10.747828693929574
exploration/batch-03/case-000,exploration family=storage seed=13 scale=0.7,baseline,COMPLETED_VALID,True,0,0,,40.0,40.0,0.0,1.4656720281891467e-11,300.5882004949999,553.0206132288715,893.7124283,0.7292482460211663,4.959044946276377e-11,1.0089876256638308,0.9903837339265322,5.38817093385695,63.63511285210405,646.6681865,0.0,0.0,5.38817093385695
exploration/batch-03/case-000,exploration family=storage seed=13 scale=0.7,tap_m2,COMPLETED_VALID,True,0,0,,40.0,40.0,0.0,3.589484265376086e-11,300.52169619074044,553.0912396272397,893.7124283,0.7386365550744635,4.8739589128686394e-11,0.9965988830478532,0.9777597558161351,5.525301636463412,63.64769748102841,646.6681865,0.0,0.0,5.525301636463412
exploration/batch-03/case-000,exploration family=storage seed=13 scale=0.7,tap_p2,COMPLETED_VALID,True,0,0,,40.0,40.0,0.0,1.4246381851990009e-12,300.6523037574025,552.9526283051504,893.7124283,0.7200975242300236,4.924700689842953e-11,1.021379027491082,1.003004568061877,5.256082747746458,63.6230018648305,646.6681865,0.0,0.0,5.256082747746458
exploration/batch-03/case-000,exploration family=storage seed=13 scale=0.7,tap_p4,COMPLETED_VALID,True,0,0,,40.0,40.0,0.0,-1.9949375484884513e-11,300.7141196655979,552.8871542518988,893.7124283,0.7111754130042102,4.901321767354608e-11,1.03377299532314,1.0156223773248254,5.128792786320841,63.611340920077616,646.6681865,0.0,0.0,5.128792786320841
exploration/batch-03/case-000,exploration family=storage seed=13 scale=0.7,storage_0,COMPLETED_VALID,True,0,0,,40.0,47.60000000000002,2,2.5932589409194406e-12,292.7004117639303,545.7007476429415,893.7124283,0.7094532144228061,4.959044946276377e-11,1.0088708842069594,0.9909394229991882,5.176094079008516,61.80064125572826,646.6681865,0.0,0.7799999999999996,5.9560940790085155
exploration/batch-03/case-000,exploration family=storage seed=13 scale=0.7,storage_1,COMPLETED_VALID,True,0,0,,40.0,47.60000000000002,2,-1.1592948823135885e-12,292.7133538707092,545.7007476429415,893.7124283,0.7094532144228061,4.959044946276377e-11,1.0088708842069594,0.9909394229991882,5.163151972233432,61.80064125572826,646.6681865,0.0,0.7799999999999996,5.943151972233431
exploration/batch-03/case-000,exploration family=storage seed=13 scale=0.7,storage_2,COMPLETED_VALID,True,0,0,,40.0,55.200000000000045,4,-2.0266011091507607e-11,284.80150182988626,538.3906071002305,893.7124283,0.6897226771360921,4.959044946276377e-11,1.008838098986511,0.9910504233009372,4.984863470364393,59.968617287138315,646.6681865,0.0,1.5599999999999992,6.544863470364392
exploration/batch-03/case-000,exploration family=storage seed=13 scale=0.7,storage_3,COMPLETED_VALID,True,0,0,,40.0,55.200000000000045,4,-2.2088553208732264e-11,284.82743571299216,538.3906071002305,893.7124283,0.6897226771360921,4.959044946276377e-11,1.0087539235341336,0.9910504233009372,4.958929587260379,59.968617287138315,646.6681865,0.0,1.5599999999999992,6.518929587260379
exploration/batch-03/case-000,exploration family=storage seed=13 scale=0.7,storage_4,COMPLETED_VALID,True,0,0,,40.0,70.4,8,-3.7565506261216797e-11,268.97012990382285,523.7993466881835,893.7124283,0.6504677990989305,4.959044946276377e-11,1.008838098986511,0.9912718357688993,4.664974984398148,56.3118731840967,646.6681865,7.105427357601002e-15,3.1199999999999983,7.784974984398146
exploration/batch-03/case-000,exploration family=storage seed=13 scale=0.7,storage_5,COMPLETED_VALID,True,0,0,,40.0,70.4,8,-4.100364492387598e-11,269.0221977836917,523.7993466881835,893.7124283,0.6504677990989305,4.959044946276377e-11,1.00851934076642,0.9912718357688993,4.612907104532799,56.3118731840967,646.6681865,7.105427357601002e-15,3.1199999999999983,7.7329071045327975
exploration/batch-03/case-000,exploration family=storage seed=13 scale=0.7,storage_6,COMPLETED_INFEASIBLE,False,19,0,storage capacity,39.99999999999999,85.59999999999997,12,-3.374100998598806e-11,253.09370426050418,509.24652577432744,893.7124283,0.6115130878486575,4.959044946276377e-11,1.008838098986511,0.9914924693479785,4.428579713856997,52.664803128487826,646.6681865,-7.105427357601002e-15,4.679999999999998,9.108579713856994
exploration/batch-03/case-000,exploration family=storage seed=13 scale=0.7,storage_7,COMPLETED_INFEASIBLE,False,15,0,storage capacity,39.99999999999999,85.59999999999997,12,-3.512568014230055e-11,253.17210915946217,509.24652577432744,893.7124283,0.6115130878486575,4.959044946276377e-11,1.0083491329753642,0.9914924693479785,4.350174814900425,52.664803128487826,646.6681865,-7.105427357601002e-15,4.679999999999998,9.030174814900423
exploration/batch-03/case-001,exploration family=combined seed=13 scale=0.7,baseline,COMPLETED_VALID,True,0,0,,40.0,40.0,0.0,1.4656720281891467e-11,300.5882004949999,553.0206132288715,893.7124283,0.7292482460211663,4.959044946276377e-11,1.0089876256638308,0.9903837339265322,5.38817093385695,63.63511285210405,646.6681865,0.0,0.0,5.38817093385695
exploration/batch-03/case-001,exploration family=combined seed=13 scale=0.7,tap_m2,COMPLETED_VALID,True,0,0,,40.0,40.0,0.0,3.589484265376086e-11,300.52169619074044,553.0912396272397,893.7124283,0.7386365550744635,4.8739589128686394e-11,0.9965988830478532,0.9777597558161351,5.525301636463412,63.64769748102841,646.6681865,0.0,0.0,5.525301636463412
exploration/batch-03/case-001,exploration family=combined seed=13 scale=0.7,tap_p2,COMPLETED_VALID,True,0,0,,40.0,40.0,0.0,1.4246381851990009e-12,300.6523037574025,552.9526283051504,893.7124283,0.7200975242300236,4.924700689842953e-11,1.021379027491082,1.003004568061877,5.256082747746458,63.6230018648305,646.6681865,0.0,0.0,5.256082747746458
exploration/batch-03/case-001,exploration family=combined seed=13 scale=0.7,tap_p4,COMPLETED_VALID,True,0,0,,40.0,40.0,0.0,-1.9949375484884513e-11,300.7141196655979,552.8871542518988,893.7124283,0.7111754130042102,4.901321767354608e-11,1.03377299532314,1.0156223773248254,5.128792786320841,63.611340920077616,646.6681865,0.0,0.0,5.128792786320841
exploration/batch-03/case-001,exploration family=combined seed=13 scale=0.7,combined_0,COMPLETED_VALID,True,0,0,,40.0,47.60000000000002,2,-4.0988767935346004e-11,292.8210381824306,545.5722066666747,893.7124283,0.6918803121828341,4.7521606380516754e-11,1.0336589524908173,1.016164088040243,4.92692668428507,61.77832469591328,646.6681865,0.0,0.7799999999999996,5.70692668428507
exploration/batch-03/case-001,exploration family=combined seed=13 scale=0.7,combined_1,COMPLETED_VALID,True,0,0,,40.0,47.60000000000002,2,-4.392153307719582e-11,292.8333774981949,545.5722066666747,893.7124283,0.6918803121828341,4.7521606380516754e-11,1.0336589524908173,1.016164088040243,4.91458736852361,61.77832469591328,646.6681865,0.0,0.7799999999999996,5.694587368523609
exploration/batch-03/case-001,exploration family=combined seed=13 scale=0.7,combined_2,COMPLETED_VALID,True,0,0,,40.0,55.200000000000045,4,-3.7272851471925605e-11,284.9173537031384,538.266499319824,893.7124283,0.6726467120219916,4.3639892090097365e-11,1.033626974419636,1.0162722506369062,4.7449038167227835,59.947633313611945,646.6681865,0.0,1.5599999999999992,6.304903816722783
exploration/batch-03/case-001,exploration family=combined seed=13 scale=0.7,combined_3,COMPLETED_VALID,True,0,0,,40.0,55.200000000000045,4,-3.7755132353822773e-11,284.9420774497591,538.266499319824,893.7124283,0.6726467120219916,4.0055291553094204e-11,1.0335447056139426,1.0162722506369062,4.7201800701027,59.947633313611945,646.6681865,0.0,1.5599999999999992,6.280180070102698
exploration/batch-03/case-001,exploration family=combined seed=13 scale=0.7,combined_4,COMPLETED_VALID,True,0,0,,40.0,70.4,8,-3.276046101063912e-11,269.07800458641134,523.6826657808208,893.7124283,0.6343764441188957,4.3639892090097365e-11,1.033626974419636,1.0164880308547004,4.4404193944422055,56.29318981067172,646.6681865,7.105427357601002e-15,3.1199999999999983,7.560419394442204
exploration/batch-03/case-001,exploration family=combined seed=13 scale=0.7,combined_5,COMPLETED_VALID,True,0,0,,40.0,70.4,8,-3.0456526189936994e-11,269.12763378175555,523.6826657808208,893.7124283,0.6343764441188957,3.885192083077482e-11,1.0333155963815093,1.0164880308547004,4.390790199095692,56.29318981067172,646.6681865,7.105427357601002e-15,3.1199999999999983,7.51079019909569
exploration/batch-03/case-001,exploration family=combined seed=13 scale=0.7,combined_6,COMPLETED_INFEASIBLE,False,19,0,storage capacity,39.99999999999999,85.59999999999997,12,-3.001154880166723e-11,253.1957268984028,509.13537682980245,893.7124283,0.5963934172987867,4.3639892090097365e-11,1.033626974419636,1.0167030891017625,4.215408131429697,52.647940470848596,646.6681865,-7.105427357601002e-15,4.679999999999998,8.895408131429695
exploration/batch-03/case-001,exploration family=combined seed=13 scale=0.7,combined_7,COMPLETED_INFEASIBLE,False,15,0,storage capacity,39.99999999999999,85.59999999999997,12,-2.6290969401543407e-11,253.27044575910367,509.13537682980245,893.7124283,0.5963934172987867,3.885192083077482e-11,1.0331495028605693,1.0167030891017625,4.140689270725022,52.647940470848596,646.6681865,-7.105427357601002e-15,4.679999999999998,8.820689270725019
exploration/batch-04/case-000,exploration family=storage seed=13 scale=0.85,baseline,COMPLETED_VALID,True,0,0,,40.0,40.0,0.0,-1.1972645097557688e-11,245.7147543094862,690.5602019622584,1085.2222358249996,0.8871076783180245,5.869413746950698e-11,1.0081019312016635,0.9883003027349101,6.291398327784613,77.40015978574255,646.6681865,0.0,0.0,6.291398327784613
