policy,state,violations,invalid,total_loss_kwh,peak_import_kw,min_voltage_pu,max_loading
baseline,COMPLETED_VALID,0,0,5.365548453403414,63.63511285210405,0.9903837339265322,0.7292482460211663
tap_m2,COMPLETED_VALID,0,0,5.502087751067577,63.64769748102841,0.9777597558161351,0.7386365550744635
tap_p2,COMPLETED_VALID,0,0,5.234029205029833,63.6230018648305,1.003004568061877,0.7200975242300236
tap_p4,COMPLETED_VALID,0,0,5.107286844394895,63.611340920077616,1.0156223773248254,0.7111754130042102
storage_0,COMPLETED_VALID,0,0,5.934285584931775,61.80064125572826,0.9909394229991882,0.7094532144228061
storage_1,COMPLETED_VALID,0,0,5.92342824474826,61.80064125572826,0.9909394229991882,0.7094532144228061
storage_2,COMPLETED_VALID,0,0,6.523864678241173,59.968617287138315,0.9910504233009372,0.6897226771360921
storage_3,COMPLETED_VALID,0,0,6.502108473263945,59.968617287138315,0.9910504233009372,0.6897226771360921
storage_4,COMPLETED_VALID,0,0,7.765582807929195,56.3118731840967,0.9912718357688993,0.6566175642156024
storage_5,COMPLETED_VALID,0,0,7.721903105911802,56.3118731840967,0.9912718357688993,0.6504677990989305
storage_6,COMPLETED_INFEASIBLE,19,0,9.090777206706358,52.664803128487826,0.9914924693479785,0.6566175642156024
storage_7,COMPLETED_INFEASIBLE,15,0,9.02500429715943,52.664803128487826,0.9914924693479785,0.6115130878486575
