policy,state,violations,invalid,total_loss_kwh,peak_import_kw,min_voltage_pu,max_loading
baseline,COMPLETED_INFEASIBLE,2,0,7.649893181985317,89.37555131984458,0.9864867793692217,1.0244764229841714
custom_control,COMPLETED_INFEASIBLE,2,0,7.649893181985317,89.37555131984458,0.9864867793692217,1.0244764229841714
